date,ticker,sentiment_score,n_articles
2026-05-22,NKE,-0.01033,7
2026-05-22,TGT,-0.014322,4
2026-05-22,DIS,-0.068833,4
2026-05-22,SBUX,-0.428674,5
2026-05-22,TSLA,-0.192585,6
2026-05-26,NKE,0.442797,1
2026-05-26,TGT,0.764974,4
2026-05-26,DIS,0.879177,4
2026-05-26,SBUX,-0.965593,1
2026-05-26,TSLA,0.478092,9
2026-05-27,NKE,0.93224,1
2026-05-27,TGT,-0.125432,5
2026-05-27,DIS,-0.164269,3
2026-05-27,SBUX,-0.056476,2
2026-05-27,TSLA,0.187296,5
2026-05-28,NKE,-0.012576,1
2026-05-28,TGT,0.675382,5
2026-05-28,DIS,0.467675,6
2026-05-28,SBUX,-0.612807,2
2026-05-28,TSLA,0.441275,9
